iso_code,title,description,pubDate
us,Federal Judge Blocks Indiana Abortion Law,"A federal judge on Thursday blocked an Indiana law that would have banned abortions based solely on a fetuss disability or genetic anomaly, suggesting that it was an illegal limit on a womans long-established constitutional right.",2016-07-01T00:03:35+0000
us,Pop & Rock Listings for July 1-7,A selected guide to concerts in the New York City area.,2016-07-01T00:06:08+0000
us,Trust Holds the Key to Whether a Bid for Hershey Succeeds This Time,"For the better part of the last century, there has been one major hurdle whenever Hershey Company was on the verge of a major deal: a charitable trust that controls about 81 percent of the voting power.",2016-07-01T00:06:15+0000
us,"Gathering to Remember Bill Cunningham, Outside the Picture Frame","At Bill Cunninghams funeral on Thursday morning, Anna Wintour wore blue Carolina Herrera, Annette de la Renta had on a light pleated summer dress that went to the knee, and Mercedes Bass opted for basic black.",2016-07-01T00:19:12+0000
us,How J.R.R. Tolkien Found Mordor on the Western Front,"IN the summer of 1916, a young Oxford academic embarked for France as a second lieutenant in the British Expeditionary Force. The Great War, as World War I was known, was only half-done, but already its industrial carnage had no parallel in European history.",2016-07-01T00:23:47+0000
us,Jazz Listings for July 1-7,A selected guide to jazz performances in New York City.,2016-07-01T00:24:54+0000
us,Battle for $40 Billion Empire Focuses on Redstones Mental State,"A throng of lawyers for Sumner M. Redstone and the two longtime confidants who have brought suits against him resumed arguments at a Massachusetts courthouse on Thursday, continuing a heated legal battle that could decide the fate of Mr. Redstones media empire.",2016-07-01T00:26:59+0000
us,Court Halts Construction of Hudson River Park Backed by Barry Diller,"A New York State appeals court ordered on Thursday that work be temporarily halted on Pier 55, a 2.4-acre, $130 million park planned along the Hudson River and financed mostly by the billionaire businessman Barry Diller.",2016-07-01T00:29:38+0000
us,Quotation of the Day,I cant provide refugees fast enough for all the Canadians who want to sponsor them.,2016-07-01T00:31:57+0000
us,Puerto Rico Debt Relief Law Stirs Colonial Resentment,"SAN JUAN, P.R.  They shouted angrily about colonialism and called for a Prexit, or Puerto Rican exit, from the United States. They denounced the junta  or federal control board  that will soon direct this islands failing governance and finances.",2016-07-01T00:32:58+0000
us,"With Rose and (Maybe) Noah, Knicks Rebuilding Strategy Heats Up","WINTER GARDEN, Fla.  Not so long ago, the Knicks appeared to be settling in for a long rebuilding under Phil Jackson, the teams president. He preached patience and prudence, twin concepts that never really meshed with Carmelo Anthonys stated desire to vie for championships  or at least a shot at the playoffs  while he still clung to some vestige of his prime.",2016-07-01T00:37:17+0000
us,Slowdown in Merger Deals Attributed to Political Uncertainty,Uncertainty is often a deal breaker.,2016-07-01T00:40:54+0000
us,"Donald Trump, in a Trade Speech in New Hampshire, Veers Off to Jab Mexico","MANCHESTER, N.H.  Donald J. Trump was seven minutes into an address on Thursday on the loading dock of a shuttered lighting plant here in New Hampshire, reading from prepared remarks, when he turned his attention to Mexico. That countrys leaders are smarter than those in the United States, the presumptive Republican presidential nominee said.",2016-07-01T00:47:12+0000
us,Dance Listings for July 1-7,A selected guide to dance performances in New York City.,2016-07-01T00:47:56+0000
us,"Fewer New York Students Will Attend Summer School, Continuing a Trend","Fewer students will be required to go to summer school this year, the New York City Education Department said on Thursday, continuing a downward trend under Mayor Bill de Blasio.",2016-07-01T00:48:13+0000
us,Half of Williamss Board Resigns After Vote to Oust C.E.O. Falls Short,"About half of the directors at the Williams Companies resigned on Thursday over disagreements about the future of the pipeline operator, three people with direct knowledge of the matter said. The moves followed the dismantling of its $38 billion merger with Energy Transfer Equity earlier in the week over a tax issue.",2016-07-01T00:57:17+0000
us,Joe Maddons Zaniness Keeps the Game Fun for His Cubs,"When the bullpen phone rang in the 15th inning of Tuesdays road game in Cincinnati, Pedro Strop assumed he would start warming up. Strop is a relief pitcher, after all, and that is his job.",2016-07-01T01:05:16+0000
us,Museum & Gallery Listings for July 1-7,A critical guide to exhibitions and installations in the New York area.,2016-07-01T01:07:29+0000
