iso_code,title,description,pubDate
us,"Field Is Perfect Place to Die, Rookie Says in Front of Roger Goodell","FLORHAM PARK. N.J.  As Commissioner Roger Goodell responded to a fan question Monday about the link between football and degenerative brain disease by citing some of the N.F.L.s efforts to improve player safety, one of those very players started shaking his head.",2017-08-01T00:16:53+0000
us,"Moving Past Health Care, White House Looks to Tax Reform","WASHINGTON  The Trump administration insisted on Monday, in a show of unity with one of the Republican Partys biggest financial backers, that its plan to rewrite the tax code would be a collaborative and ultimately successful process.",2017-08-01T00:18:04+0000
us,Police See Through Mr. Trumps Tough Talk,"Prominent police chiefs and prosecutors first raised their voices months ago against the Trump administrations attempt to revive failed policing strategies and its repeated suggestion that fair, constitutional law enforcement is somehow inconsistent with public safety.",2017-08-01T00:24:43+0000
us,Mayor and City Council Make Deal on Lawyers for Immigrants,"After months of squabbling over how to pay for immigration-related legal services for undocumented immigrants convicted of crimes and facing deportation, Mayor Bill de Blasios office and the City Council came to a compromise on Monday.",2017-08-01T00:31:12+0000
us,Sam Shepard in Pictures,"Sam Shepard, the celebrated playwright and Oscar-nominated actor, died on July 27 at his home in Kentucky. He was 73.",2017-08-01T00:35:39+0000
us,So Much for the Mooch,"Remember, oh, four days ago when Anthony Scaramucci compared himself and Reince Priebus, the White House chief of staff, to Cain and Abel? In his mind he was Cain, and by the next day, Mr. Priebus was history.",2017-08-01T00:36:52+0000
us,"Venezuelas Opposition, Battling Nicols Maduro, Suffers a Crippling Blow","BOGOT, Colombia  Just a year and a half ago, Venezuelas opposition was riding high, at the apex of its power.",2017-08-01T00:45:42+0000
us,"Yankees and Dodgers Make Big Moves, Hoping to Be Juggernauts","BOSTON  Dave Dombrowski was ready. Asked on Monday about the Yankees flurry of moves this month, culminating in a trade with Oakland for the prized right-hander Sonny Gray, Dombrowski said the Yankees had become the Golden State Warriors. His team, the Boston Red Sox, is now the underdog.",2017-08-01T01:04:07+0000
us,"While Other U.S. Companies Flee China, Starbucks Doubles Down","Google does very little business there. McDonalds has agreed to sell its business and license its name there. Coca-Cola, after investing heavily, sold its bottling unit there.",2017-08-01T01:06:16+0000
us,Quotation of the Day: Preparing Young Children for the Automated Economy,"Technology can be a vehicle to help people create and collaborate better, but at the end of the day, people need to learn to work with people.",2017-08-01T01:12:11+0000
us,Success of North Korean Missile Test Is Thrown Into Question,Analysts examining video of North Koreas launch on Friday of an intercontinental ballistic missile that appeared capable of reaching the West Coast of the United States say they saw evidence of a setback the North never mentioned: The mock warhead on the missile shattered into pieces during its fiery re-entry to earth.,2017-08-01T01:13:29+0000
us,Russias Military Drills Near NATO Border Raise Fears of Aggression,"WASHINGTON  Russia is preparing to send as many as 100,000 troops to the eastern edge of NATO territory at the end of the summer, one of the biggest steps yet in the military buildup undertaken by President Vladimir V. Putin and an exercise in intimidation that recalls the most ominous days of the Cold War.",2017-08-01T01:15:20+0000
us,Ancient Vase Seized From Met Museum on Suspicion It Was Looted,"For decades it was proudly displayed in the Greco-Roman galleries of the Metropolitan Museum of Art, a 2,300-year-old, vividly painted vase that depicts Dionysus, god of the grape harvest, riding in a cart pulled by a satyr.",2017-08-01T01:21:49+0000
us,U.S. Nuclear Comeback Stalls as Two Reactors Are Abandoned,"In a major blow to the future of nuclear power in the United States, two South Carolina utilities said on Monday that they would abandon two unfinished nuclear reactors in the state, putting an end to a project that was once expected to showcase advanced nuclear technology but has since been plagued by delays and cost overruns.",2017-08-01T01:25:17+0000
us,Shocking!,"TUESDAY PUZZLE  Greetings, and special thanks to Martin Herbach for holding down the fort (I understand that came up during the week) while I was away. He did a terrific job and enabled me to finally get How to Get Started Solving The New York Times Crossword out the door.",2017-08-01T02:00:23+0000
us,Review: A Midsummer Nights Dream as Light as the Open Air,"Try as I might, I could not discern in the Public Theaters Central Park production of A Midsummer Nights Dream a single reference to Donald J. Trump. What a relief!",2017-08-01T02:00:25+0000
us,Second Phillips Andover Sex Abuse Report Includes Teacher Named by Choate,"Phillips Academy, an elite boarding school in Andover, Mass., on Monday released a second report detailing the sexual misconduct of its faculty members with students.",2017-08-01T02:03:34+0000
us,White House Panel Recommends Declaring National Emergency on Opioids,WASHINGTON  President Trumps commission on the opioid crisis asked him Monday to declare a national emergency to deal with the epidemic.,2017-08-01T02:09:15+0000
us,"Embassy Reductions Wont Deter U.S., Pence Says","WASHINGTON  Vice President Mike Pence responded aggressively on Monday to the decision by President Vladimir V. Putin of Russia to order the  shedding of 755 positions at the United States Embassy in Moscow, even as President Trump remained silent on the escalating diplomatic row.",2017-08-01T02:39:04+0000
us,"Alarming Levels of Sexual Violence Found on Australian Campuses, Report Says","SYDNEY, Australia  A long-awaited national survey on sexual assault and harassment at Australian universities  the first of its kind in the country  has revealed that young women are experiencing what victims advocates describe as shocking levels of sexual violence on campuses across this country, prompting a range of new measures by officials to tackle the problem.",2017-08-01T02:52:43+0000
us,Jacinda Ardern Takes Over New Zealand Opposition as Election Looms,"New Zealands political opposition was jolted by an abrupt change at the top on Tuesday as the Labour Party leader quit amid dismal polling numbers and a rising star, Jacinda Ardern, took over just weeks before a general election.",2017-08-01T02:53:04+0000
us,The Wonder Woman Effect,"LONDON  Gal Gadot, DC Comics and the whole Justice League gang are not the only big winners from Wonder Woman, the film franchise that has already taken in more than $780 million globally; it just seems to keep on giving (and is already gearing up for a sequel). The latest beneficiaries of the movies halo effect: Whitaker Malem, the London leather designers behind the super heroines metallic leather armor as well as the armor for her fellow Amazons. Theyre this seasons breakout British brand.",2017-08-01T04:00:26+0000
us,Where Sand Dunes and Camels in Japan Evoke the Sahara,"Shortly after I posted a picture on Instagram from the sand dunes of Tottori on the west coast of Japan, a friend from Brooklyn commented, Where is this?",2017-08-01T04:01:16+0000
us,"Anthony Scaramucci, John Kelly, Venezuela: Your Tuesday Briefing",Good morning.,2017-08-01T04:05:00+0000
us,Whats on TV Tuesday: Manhunt: Unabomber and Purple Noon,Discovery rallies from Michael Phelpss nonrace against a great white shark with what our critic called as good a series as youre going to see on TV this summer. And Alain Delon plays the talented Tom Ripley.,2017-08-01T05:00:32+0000
us,A German Soccer Star Orders Himself an Extra Helping of Chicago,"CHICAGO  Bastian Schweinsteiger had only just settled in behind a small, circular table when his order of penne Bolognese arrived, accompanied by a glass of cranberry juice and delivered by a server who immediately recognized him as a regular.",2017-08-01T05:00:33+0000
us,Chinas State Media Slams Trumps Emotional Venting on Twitter,"BEIJING  After President Trump pilloried China in 48 tweeted words over the weekend, accusing it of failing to tame its neighbor and longtime ally North Korea, Beijing issued its own rebuke to Mr. Trump  in a cutting editorial of 1,000 Chinese characters from Xinhua, the official news agency.",2017-08-01T06:09:38+0000
us,The Back-to-School Tech You Need (and Dont Need),"Sign up here to get the Smarter Living newsletter, a weekly roundup of the best advice from The New York Times on living a better, smarter and more fulfilling life.",2017-08-01T06:45:04+0000
us,Right and Left on Anthony Scaramuccis Dismissal and John F. Kellys New Role,"The political news cycle is fast, and keeping up can be overwhelming. Trying to find differing perspectives worth your time is even harder. Thats why we have scoured the internet for political writing from the right and left that you might not have seen.",2017-08-01T07:00:26+0000
us,"In Mosul, Revealing the Last ISIS Stronghold","Days after the Iraqi government officially declared victory over the Islamic State in Mosul in July, the fighting was far from over.",2017-08-01T07:00:54+0000
us,"In Puerto Rico, Love Lingers for a Deserted School","Jesus Emmanuel Rodriguez Pichardo returned to Puerto Rico to photograph his old abandoned high school, which is one of many to close because of the islands economic collapse.",2017-08-01T07:05:49+0000
us,Drop the Bluster on North Korea,"As President Trump has implicitly conceded, his approach to the North Korean nuclear threat is failing. It was all about putting the responsibility on China to force the North to abandon its program, which has grown increasingly and alarmingly formidable and now includes as many as 21 nuclear weapons and the missiles to deliver them. I am very disappointed in China, he tweeted over the weekend.",2017-08-01T07:21:27+0000
us,South Vietnams Daredevil Girls,"It had been more than a week since Dang Nguyet Anh learned of a Vietcong attack in Phuoc Long Province, northeast of Saigon along the Cambodian border, where her husband was stationed. She had yet to hear from him, and the waiting soon became more than she should bear.",2017-08-01T07:21:29+0000
us,The Past Week Proves That Trump Is Destroying Our Democracy,America is on its way to a full-blown constitutional crisis.,2017-08-01T07:21:30+0000
us,Before Manliness Lost Its Virtue,The Trump administration is certainly giving us an education in the varieties of wannabe manliness.,2017-08-01T07:21:30+0000
us,Sending Health to Rural Ghana via Traveling Medics,"ABOSAMSO, Ghana  Hayford Amponsam was making his daily rounds in this small town in south-central Ghana when he came across an infant who was dangerously ill. She had bloody diarrhea and had been coughing up thick mucus for days. Her mother had only sought treatment from a nearby traditional healer.",2017-08-01T07:21:31+0000
