iso_code,title,description,pubDate
us,Its Infrastructure Week!,"On Tuesday, a dozen Democratic lawmakers, including the House speaker, Nancy Pelosi, and the Senate minority leader, Chuck Schumer, headed to the White House for a frank talk with President Trump about the I word: infrastructure.",2019-05-01T00:15:33+0000
us,Would You Let the Police Search Your Phone?,"Law enforcement officers on the doorstep threatening to come back with a warrant is a clich of police procedural dramas. Things are much less dramatic in real life: The officers ask if they can take a look around, and the civilians say yes without putting up a fight.",2019-05-01T00:19:23+0000
us,Alabama Is More Pro-Immigrant Than You Think,"MONTGOMERY, Ala.  When we think about where immigrants head once they arrive in the United States, we usually imagine them piling into border states like Texas and urban areas along the coast. And many do.",2019-05-01T00:22:40+0000
us,"Trump, Seeking to Put Pressure on Maduro, Threatens a Full Embargo on Cuba","WASHINGTON  President Trump on Tuesday accused Cuba of aiding the government of President Nicols Maduro of Venezuela, who the administration evidently hoped would be ousted by days end, warning that the United States would impose an embargo and additional sanctions on the country if Cuba did not end its support.",2019-05-01T00:27:00+0000
us,Judge Overturns Conviction of Ex-Penn State President in Sandusky Case,"A federal judge on Tuesday overturned the misdemeanor child endangerment conviction of Graham Spanier, the former president of Penn State, for his actions in the Jerry Sandusky scandal, one day before Mr. Spanier was scheduled to report for a two-month prison term.",2019-05-01T00:37:02+0000
us,Anti-Semites Dont Just Hate Jews. Theyre Targeting Freedom.,"The holiday of Passover just ended, and I am full of rage.",2019-05-01T01:00:28+0000
us,"Corrections: May 1, 2019",BUSINESS,2019-05-01T01:21:17+0000
us,Quotation of the Day: Who Killed Atlantas Children? Retesting Evidence After 40 Years,"It was like there was a boogeyman out there, and he was snatching black children.",2019-05-01T01:25:07+0000
us,"Congressional Democrats Lawsuit Examining Trumps Private Business Can Proceed, Federal Judge Says",WASHINGTON  A federal district judge in Washington ruled on Tuesday that congressional Democrats could proceed with a lawsuit claiming that President Trump was violating the Constitution by continuing to profit from his businesses while president.,2019-05-01T01:54:35+0000
us,"Peacocks, but Not Peahens","WEDNESDAY PUZZLE  To some solvers, crossword puzzles can feel like a test of what they know and what they dont know. There is some truth to that, but I like to look at it another way: My brain, like Joel Faglianos, loves to collect facts and store them away greedily until I can find some unsuspecting person to spring them on. ",2019-05-01T02:00:01+0000
us,Mets Blow Lead in Ninth but Pete Alonso Wins Game in Tenth,"Continuing his strong rookie season, Pete Alonso hit a game-winning sacrifice fly off Raisel Iglesias in the 10th inning, and the Mets rebounded from a blown ninth-inning lead to beat the Cincinnati Reds, 4-3, on Tuesday night. In doing so, the Mets avoided dropping below .500 for the first time this year.",2019-05-01T03:10:54+0000
us,"Mueller, Venezuela, Deutsche Bank: Your Wednesday Briefing",(Want to get this briefing by email? Heres the sign-up.),2019-05-01T03:22:49+0000
us,U.S. Military Stops Counting How Much of Afghanistan Is Controlled by Taliban,"KABUL, Afghanistan  The American military command in Afghanistan has halted regular assessments of how many people and districts the government and insurgents there control, it emerged on Wednesday  eliminating what has long been an important public measure of progress in the war.",2019-05-01T04:01:08+0000
