iso_code,title,description,pubDate
us,"Georgias Senate Runoff Sets Records for Early Voting, but With a Big Asterisk","Georgia has eclipsed its daily record for early voting twice this week in the states nationally watched Senate runoff election, but even if the state keeps up the pace, it appears unlikely to match early voting turnout levels from the 2021 runoffs.",2022-12-01T00:00:04+0000
us,"Special Court Needed for Russian Crimes in Ukraine, E.U. Chief Says","The European Unions top official on Wednesday proposed the creation of a United Nations-backed court to investigate and prosecute possible Russian crimes in the war in Ukraine, reflecting growing calls in Kyiv and the West for holding Moscow accountable for atrocities committed since its invasion.",2022-12-01T00:00:13+0000
us,Mike Pence Plays to the G.O.P. Base From a Times Stage,"NEW YORK  Former Vice President Mike Pence leaned into Republican talking points on Wednesday about Elon Musk and Disney while walking a familiar fine line on his former boss, delivering a message seemingly geared toward conservatives who will decide whether he is a viable presidential contender in 2024.",2022-12-01T00:06:23+0000
us,Armed for the Holidays,Heres a factoid filled with holiday anti-cheer: The country went through three infamous mass shootings in November.,2022-12-01T00:21:04+0000
us,Sam Bankman-Frieds Phone Call to His Parents: There Might Be a Liquidity Issue,"The FTX founder Sam Bankman-Fried said on Wednesday that his parents bore no responsibility for the downfall of his crypto exchange and the trading arm, Alameda Research, which he founded.",2022-12-01T00:22:55+0000
us,"Ignoring Legal Advice, Sam Bankman-Fried Speaks on FTX",Why would Sam Bankman-Fried want to speak to the world while under investigation?,2022-12-01T00:33:30+0000
us,Justice Dept. Strikes Deal to Address Struggling Water System in Jackson,"WASHINGTON  The Justice Department has sharply increased its role in monitoring the antiquated and failing water system in Jackson, Miss., reaching an agreement to help stabilize the drinking water supply in the city after tens of thousands of residents had no access to water over the summer.",2022-12-01T00:39:39+0000
us,Christine McVies 12 Essential Songs,"The singer, songwriter and keyboardist Christine McVie, who died on Wednesday at 79, was the serene eye of the storm in Fleetwood Mac, one of rock historys most tumultuous and beloved bands. She was also the glue that held the group together across drastically different eras, joining in 1970 shortly after the departure of its founding member, the blues guitarist Peter Green, and anchoring the band in its more commercially successful second phase, after Lindsey Buckingham and Stevie Nicks came aboard.",2022-12-01T00:48:19+0000
us,Elon Musk Says Misunderstanding With Apple Is Resolved,"SAN FRANCISCO  In a series of tweets on Monday, Elon Musk, the owner of Twitter, accused Apple of sabotaging his social media company by cutting back advertising and threatening to remove the Twitter app from the App Store.",2022-12-01T01:03:08+0000
us,Georgia Voters Defy Efforts to Suppress Them,"Tuesday afternoon, I waited over an hour and a half to vote in Atlanta in the Georgia Senate runoff between Democrat Raphael Warnock and Republican Herschel Walker.",2022-12-01T01:51:19+0000
us,Genres for Yoko Ono,Jump to: Tricky Clues | Todays Theme,2022-12-01T03:00:07+0000
us,"Corrections: Dec. 1, 2022","An article on Wednesday about Chinas efforts to quash protests using surveillance and intimidation misstated the travel arrangements offered by Tsinghua University. It offered free buses from the university to railway stations and airports, not free air or rail travel.",2022-12-01T03:59:00+0000
us,Elon Musk Hopes to Test a Brain Implant in Humans Next Year,"In a presentation showcasing the Neuralink implant that Elon Musk hopes will someday connect the human brain to a computer, two monkeys were reportedly moving computer cursors with their brains.",2022-12-01T04:18:17+0000
us,N.F.L. Week 13 Predictions: Our Picks for Each Game,Week 13 features three games between first-place teams and a whole heap of matchups pivotal to playoff futures. Its also where the punishing grind of the N.F.L. season begins to affect outcomes. Promising teams turn into M.A.S.H. units. Bubble teams face difficult choices about who to play and who to rest. Others get boosted by the return of a starter.,2022-12-01T05:00:07+0000
us,Who Made Your World Cup Jersey?,"As the World Cup in Qatar kicked off last week, millions of fans pulled on jerseys costing $90 to $150 that were sold by Nike and Adidas, the official outfitter of this years tournament. Players, wearing new, brightly colored uniforms, slipped into shiny cleats and shoes that can retail for more than $200.",2022-12-01T05:00:11+0000
us,"Quotation of the Day: The Baguette, 250 Grams of Magic and Perfection, Earns Recognition","When a baby cuts his teeth, his parents give him a stump of baguette to chew off. When a child grows up, the first errand he runs on his own is to buy a baguette at the bakery.",2022-12-01T05:01:00+0000
us,The Scooter Battery Peril Worries the Fire Department,Good morning. Its Thursday. Well look at batteries that power e-bikes and scooters  and the risks that fire officials say they pose. Well also look at a police official who was promoted despite past disciplinary charges.,2022-12-01T05:10:03+0000
us,Your Thursday Briefing,"Chinas censorship apparatus  the most sophisticated of its kind in the world  has hunted down and deleted countless posts on social media showing the recent eruption of protests and anger at the government. Yet new videos of marches, rallies and other signs of dissent have continued to emerge on the chat app WeChat and the short video sharing app Douyin.",2022-12-01T05:43:16+0000
us,"Germanys Coach Is Out of His Depth, and So Is Its Chancellor",BERLIN  The start was promising.,2022-12-01T06:00:05+0000
us,Transcript of Sam Bankman-Frieds Interview at the DealBook Summit,"ANDREW ROSS SORKIN: In the span of about one week, Sam Bankman-Fried went from a billionaire  the white knight of the crypto world, and running one of the largest exchanges  to what some people think has become a wanted man. FTX was once valued at $32 billion. Its now effectively worthless in bankruptcy. Were going to talk about that and whether investors will ever get money back.",2022-12-01T06:30:33+0000
us,Word of the Day: apprehension,"The word apprehension has appeared in 95 articles on NYTimes.com in the past year, including on Nov. 3 in As Drought Drops Water Level in the Mississippi, Shipwrecks Surface and Worries Rise by Rick Rojas:",2022-12-01T07:00:02+0000
us,Holiday Ornaments,"How do you decorate your home for the holidays, if at all? Do you prefer more traditional decorations or do you like those that are more modern and of-the-moment, perhaps ones that are even a little ironic or funny? ",2022-12-01T08:00:02+0000
us,Spelling Bee Forum,"THURSDAY  Hi busy bees! Welcome to todays Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlens weekly humor column, Diary of a Spelling Bee Fanatic.",2022-12-01T08:00:03+0000
us,"Gold Chains Look Sexy on All Genders, All Body Types","I attended college before cellphones. For a brief time I had, as my answering machine message, the end of the theme song of the James Bond movie Goldfinger. Ooooonly gooooold, Shirley Bassey sang. He loooooves gooooooold, with all the elongated vowels. The 1990s were a weird and campy time, but I was being sincere. I do love gold!",2022-12-01T08:00:09+0000
us,"Watching Qatars World Cup, Off the Field",Follow live coverage of the Argentina vs. France World Cup final.,2022-12-01T08:00:24+0000
us,Stephen Colbert Is Conflicted Over Oath Keepers Leaders Conviction,"Welcome to Best of Late Night, a rundown of the previous nights highlights that lets you sleep  and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",2022-12-01T08:09:12+0000
us,Its the World Cups Hot Accessory. But Should Fans Wear It?,Follow live coverage of the Argentina vs. France World Cup final.,2022-12-01T09:45:09+0000
us,"In Paris, First-Person Trauma Jumps from Page to Stage","PARIS  When Vanessa Springoras memoir, Consent, was published in 2020, it was the start of an overdue reckoning with child sexual abuse in France. Now the book has made its way to the stage, in a Paris production by Sbastien Davis that captures its raw impact yet lacks, at times, the clarity of purpose that Springora found in her writing.",2022-12-01T09:48:55+0000
us,How I Hold It Together: Phone Lockboxes and More,"The deputy editor of Well shares tips for staying happy, healthy and balanced.",2022-12-01T10:00:02+0000
us,36 Hours in Rome,"The Eternal City is getting a refresh, with new restaurants and hotels, sumptuous art palaces and innovative ways to see ancient sites.",2022-12-01T10:00:03+0000
us,Poem: (Intuitions. She),"In Coral Brachos poem, translated by Forrest Gander from the Spanish, we are witnesses to the thoughts of the poets mother, who died from complications of Alzheimers. The mother vividly depicts the terror of losing yourself within a formerly capable and operating mind and body. Initially, she answers her own questions rapidly with both confusion and confidence. Soon the questions vanish, as she begins to describe the environment around her in a state of imaginative, surreal speculation. Selected by Victoria Chang",2022-12-01T10:00:05+0000
us,Should Students Learn About Climate Change in School?,"Have you learned about climate change in school? If so, when did you start learning about it? In elementary school, middle school or high school?",2022-12-01T10:00:05+0000
us,Judge John Hodgman on Organizing the Kitchen,"Dustin writes: My wife organizes kitchen tools by this rule: From the foods perspective, is it a weapon? So, measuring cup  not a weapon, bottom drawer. Vegetable peeler  weapon, top drawer. Strainer, no; garlic press, yes. But what about the bench scraper, for dividing dough? I contend: Weapon! My wife says it simply moves food around  not a weapon.",2022-12-01T10:00:05+0000
us,"Bidding on a Brooklyn Brownstone, With a Baby on the Way. Which One Did They Buy?",He had his eye on architectural details and rental revenue. She wanted a close-knit community and a space with room for the grand piano that started their relationship. Heres what they found.,2022-12-01T10:00:07+0000
us,A Punk Rocker Searches for His Bass and the Friend Who Stole It,"When a well-regarded author of so-called literary fiction puts out a novel with a pulpy plot  a missing friend, a greedy real estate developer, a ragtag team of unlikely sleuths  some might suspect the author of chasing a mass audience. I might suspect it myself; and so, I think, might Jonathan Liptak, a.k.a. Jack Shit, the punk rocker at the center of Sam Lipsytes new novel, No One Left to Come Looking for You.",2022-12-01T10:00:10+0000
us,He Sold a Message of Climate Doom. He Has Regrets.,"Once nicknamed Green Jesus, Steven Guilbeault began his career as an extreme climate activist  scaling towers, chaining himself to oil equipment and getting arrested multiple times. Now he is Canadas minister of environment and climate change. In that role, hes had to change his absolutist approach, even making some decisions he doesnt actually believe in. But he still considers himself an activist  just one pushing from the inside instead of the outside.",2022-12-01T10:00:15+0000
us,Biden and Macron Toast Their Alliance With Lobster and American-Made Cheese,"WASHINGTON  More than a year after feuding over submarines, President Biden and President Emmanuel Macron of France honored their alliance with lobsters and cheese.",2022-12-01T10:00:15+0000
us,Jessie Buckleys Monster Talent,"According to the teachings of the paduan theater artist Giovanni Fusetti, one of the great clowning masters in the world, the Italian word folle, as in il Folle, the Fool, comes from the Latin word follis, which means the bellows, that implement that gathers and directs air toward flame to feed it. The Fool, he says, is like the bellows: full of air, full of breath, full of spirits and full of feeling. Fools talk of everything and nothing, the silly and the profound, and their ability to talk freely without much culpability makes them fonts of truth. Their words propel plots and topple kingdoms. Conduits of air, of inspiration, are implements of ignition. ",2022-12-01T10:00:15+0000
us,What Is Prince Williams Earthshot Prize?,"William and Catherine, the Prince and Princess of Wales, arrived in Boston on Wednesday for their first visit to the United States in eight years. At the center of their trip is the Earthshot Prize, founded by William in 2020 to support entrepreneurs that are developing breakthrough climate solutions.",2022-12-01T10:00:18+0000
us,The Writing Is as Good as the Food: Prue Leiths Favorite Cookbooks,"Ive recently been forced to cull a few because I couldnt see over the pile and there was no room for the mandatory mug of tea. So Ive finally aborted my attempts to read Ulysses (I bought a crib for it and found I preferred the crib to the book), and abandoned half a dozen self-published books by friends hoping for an endorsement (sigh!) and one or two books Id started but somehow run out of steam on. My husband accuses me of slavishly buying any book that is well reviewed and any book anyone at all recommends. So now we are down to half a dozen. I liked Where the Crawdads Sing, by Delia Owens  a charming story of a wild girl child growing up alone in the U.S. Southern marshes. Then theres The Inevitable, a really beautifully written book about a difficult subject: assisted dying. I campaign for the right to get help to die if you are terminally ill and living a horrible life. The Inevitable, by the journalist Katie Engelhart, follows the experience of dying people in jurisdictions where assisted dying is legal. Its a complex and fascinating subject and Engelhart writes with intelligence and compassion.",2022-12-01T10:00:19+0000
us,Xi Broke the Social Contract That Helped China Prosper,"The protests in China against the governments draconian Covid controls have been compared to those in 1989, when students demonstrated for political reforms and democracy. The 1989 pro-democracy movement occurred in the most liberal, tolerant and enlightening period in the history of the Peoples Republic of China, and the regime opened fire in Tiananmen Square  after the ouster of the liberal leader, Zhao Ziyang  because it had run out of every other control tool in its possession. This is called the Tocqueville paradox: An autocracy is most vulnerable when it is least autocratic.",2022-12-01T10:00:19+0000
us,"Africa Is Waiting for What You Promised, Mark Zuckerberg and Jack Dorsey","Jack Dorsey, a billionaire co-founder of Twitter, is a major investor on the African continent. Metas C.E.O., Mark Zuckerberg, has heavily invested in tech start-ups in Nigeria. Earlier this year, The Economist declared that Africa is the only region in the world not suffering from a slowdown in venture capital.",2022-12-01T10:00:20+0000
us,Patti Smiths Book Beats a 2023 Calendar Any Day of the Week,"Patti Smiths latest book, A Book of Days, rests in your hand like a box of high-end chocolates  pleasingly weighty, promising elegance and class alongside a touch of the bittersweet. Somehow its not surprising that, after a casual shot of the author herself, the first picture in Smiths collection is of her own palm, fingers at attention, as if waving hello.",2022-12-01T10:00:23+0000
