iso_code,title,description,pubDate
us,Art People,"Bamboo, Pebbles, Ice",1988-01-01T05:00:00+0000
us,Auctions,"Art and antiques collectors will long remember 1987 as a banner year for auctions. It saw world records toppled with the sales of two van Gogh paintings, a Bugatti automobile, a Mozart manuscript, a Stradivarius, a Gutenberg Old Testament, Charlie Chaplin's hat and cane and Babe Ruth's locker tag.",1988-01-01T05:00:00+0000
us,ALTEX INDUSTRIES reports earnings for Year to Sept 30,"b-Includes losses from discontinued operations of $455,000 (includes writedown of $192,000) for the latest year and $482,000 for the year-ago period. The net losses from continuing operations include writedowns of $487,000 for the latest year, compared with $1,094,000 for 1986.",1988-01-01T05:00:00+0000
us,Dining Out Guide: Casseroles,"This is a summary of reviews of restaurants that have appeared in The New York Times. Stars are followed by the date of original publication. Prices are current, and only weekend hours are given.",1988-01-01T05:00:00+0000
us,No. 1 Just a Dream For Florida State,"Florida State can pinpoint exactly when and why it failed to reach the Orange Bowl and a New Year's Day showdown against Oklahoma for the final No. 1 national ranking. It came nearly two months ago, when the Seminoles' 2-point conversion pass attempt was batted down by Miami defenders with 42 seconds to go in a game Miami won, 26-25, Nov. 3.",1988-01-01T05:00:00+0000
us,Restaurants,"ZARELA MARTINEZ'S stewardship of nearly three years at the whimsical Mexican restaurant Cafe Marimba ended abruptly in September when the owner, David Keh, converted all his restaurants back to Chinese. The feisty Ms. Martinez wasted no time gathering her pots, pans and jalapenos and opening her own place, called Zarela, in the former Tastings on Two on Second Avenue.",1988-01-01T05:00:00+0000
us,Real Estate; Central Park Vista From New Tower,"WHILE debate continues over the future of the New York Coliseum building at the west side of Columbus Circle, another tower has been rising just south of the Coliseum. It is a 55-story square residential condominium called Central Park Place, and it is replacing the cluster of low-rise buildings that represented the Circle's most tumbledown corner.",1988-01-01T05:00:00+0000
us,48 Wild Horses Die in a Test,Forty-eight wild mustangs died of dehydration in the high Nevada desert last September during a University of Minnesota experiment with horse contraceptives.,1988-01-01T05:00:00+0000
us,"Harry Green, Lawyer, 94","Harry Green, a retired New Jersey lawyer, died of heart failure Monday at the University of California at Los Angeles Medical Center. He was 94 years old and lived in Los Angeles, where he moved in 1986.",1988-01-01T05:00:00+0000
us,Wine Makers Divided on How to Fight Curbs,"As efforts to curb wine consumption gain momentum, American vintners are widely divided about how to combat the movement.",1988-01-01T05:00:00+0000
us,Image Problems Dog Top Teams,"The nation's two highest-ranked college football teams will complete a trilogy of decisive bowl games involving Penn State, Oklahoma and Miami Friday night. This time, Oklahoma and Miami will meet in the 54th Orange Bowl in an attempt to provide a clear answer to an issue that has been known to involve Presidents of the United States and enrage or thrill otherwise well-adjusted college graduates.",1988-01-01T05:00:00+0000
us,Prices Paid to Farmers Fell by 3% in December,"The prices that farmers received for raw products declined 3 percent in December, from the November average, the Agriculture Department said today.",1988-01-01T05:00:00+0000
us,"Drug Manufacturer Recalls Cold Syrups, Citing Health Risks","Several brands of an over-the-counter cold medicine are being recalled because they may be mislabeled and might contain a potent tranquilizer, the Food and Drug Administration said today.",1988-01-01T05:00:00+0000
us,COMPUMED INC reports earnings for Year to Sept 30,"b-After an extraordinary gain of $246,000 on settlement of disputed claims. c-Net income and includes an extraordinary gain of $235,000 on settlement of disputed claims.",1988-01-01T05:00:00+0000
us,Transactions,"BASEBALL MINNESOTA (AL) - Agreed to terms with Juan Berenguer, pitcher, on a two-year contract for $1.125 million. BASKETBALL GOLDEN STATE (NBA) - Named Don Nelson general manager. INDIANA (NBA) - Placed Scott Skiles, guard, on injured reserve. HOCKEY DEVILS - Assigned Gordie Mark, defenseman, to Utica of the American Hockey League. ISLANDERS - Assigned Brad Dalgarno and Derek King, forwards, to Springfield of the American Hockey League. PITTSBURGH (NHL) - Recalled Wilf Paiement, a right wing, from Muskegon of the International Hockey League. RANGERS - Traded Mike Donnelly, left wing, and a fifth-round pick in the 1988 entry draft to Buffalo for Paul Cyr, left wing, and a 10th-round choice in 1988. COLLEGES FLORIDA - Announced the resignation of Zaven Yaralian, defensive coordinator, and Dan Coughlin and Ty Smith, defensive assistant coaches. Dismissed Mike Heimerdinger, wide receivers coach. NORTH CAROLINA - Named Jim Cavanaugh, wide receivers coach, and Les Herrin, outside linebackers coach. OHIO STATE - Named John Cooper head football coach. ST. FRANCIS-Pa. - Announced that Eric Hammond, center, has left the basketball team for personal reasons.",1988-01-01T05:00:00+0000
us,DAVIS AND L.S.U. HALT SOUTH CAROLINA,"Tom Hodson threw three touchdown passes to Wendell Davis, and David Browndyke added three field goals today as seventh-ranked Louisiana State beat South Carolina, 30-13, in the Gator Bowl.",1988-01-01T05:00:00+0000
us,Federal Programs Assisting New York City's Housing Needs,To the Editor:,1988-01-01T05:00:00+0000
us,Court Won't Bar Return of Boy In Abuse Case to Zimbabwe,"A New York State appeals panel ruled yesterday that state courts may not block the forcible return to Zimbabwe of a 9-year-old boy whose father, a Zimbabwean official with diplomatic immunity, is accused of brutally beating him at their Queens home.",1988-01-01T05:00:00+0000
us,"Judge, Backing Blacks' Case, Orders Vote in Georgia Town","A Federal district judge today ordered officials to conduct Monday's scheduled election in the predominantly black town of Keysville, rejecting a state judge's ruling that the town's boundaries were too indistinct to hold a legal election.",1988-01-01T05:00:00+0000
us,The Law on 'Excludable Aliens': Stay Tuned,"While the President's signature on a bill usually certifies the end of the legislative process, that was not the case last week when President Reagan signed a bill removing ideology as a ground for excluding foreigners from entry into the United States.",1988-01-01T05:00:00+0000
us,N.C.A.A. Mark For Long Game,"When Clarkson defeated Colgate, 7-6, Wednesday night on a goal 9 minutes 28 seconds into the game's fourth overtime, the teams set a National Collegiate Athletic Association record for the longest hockey game.",1988-01-01T05:00:00+0000
us,Bridge; Senior Player Is Honored By New York Association,"The American Contract Bridge League recently began to recognize that a slight majority of its membership is over the age of 55. It has therefore sanctioned events and even tournaments for these players, many of whom prefer the peace and quiet of their own age group to the hurly-burly engendered by the rising stars of the younger generation.",1988-01-01T05:00:00+0000
us,Soviet Attack Is Seen as Move in Afghan Peace Bid,"A Soviet-backed military drive to lift the guerrilla siege of an Afghan garrison town is intended to strengthen Afghanistan's Communist Government in peace talks, Reagan Administration officials and other analysts say.",1988-01-01T05:00:00+0000
us,Bruins' Lemelin Shuts Out Sabres,"Reggie Lemelin recorded his second shutout of the season over Buffalo as the Boston Bruins beat the Sabres, 2-0, tonight.",1988-01-01T05:00:00+0000
us,Child Abuse Cases Draw New Attention,"The swollen eyes of a 3-year-old boy, bruised and battered repeatedly by his father despite intervention from state social workers, stare out from a snapshot that continues to haunt people in the Pacific Northwest.",1988-01-01T05:00:00+0000
us,Cordero Recovering,"Angel Cordero Jr., the jockey who is thoroughbred racing's second-leading career money winner with more than $121 million, was transferred from the intensive-care unit to a private room at Arcadia Methodist Hospital in California yesterday.",1988-01-01T05:00:00+0000
us,Stock Markups Seen in London,The London Stock Exchange said that it was investigating allegations that some market makers marked up share prices on Christmas Eve to win personal bets on the closing level of a stock index.,1988-01-01T05:00:00+0000
us,"Sheldon Andelson, Political Fund-Raiser, 56","Sheldon Andelson, a leader in the gay community and a fund-raiser for such politicians as Senator Edward M. Kennedy and Walter F. Mondale, died Tuesday of complications from AIDS. He was 56 years old. A member of the University of California Board of Regents and the founder of the Bank of Los Angeles, Mr. Andelson raised large sums for liberal politicians at parties in his Bel-Air home and at his restaurant, Trumps.",1988-01-01T05:00:00+0000
us,Economic Scene; Seeking a Course For the New Year,"THE year 1987 ended on a downbeat. The dollar, on the last day of the year, fell to record lows of about 121 yen and 156 West German marks. In the stock market, by no coincidence, the Dow Jones industrial average dropped 11.27 points. Worries about recession were rife, intensified by the sharpest fall in the leading economic indicators since 1981.",1988-01-01T05:00:00+0000
us,2d Youth Is Arrested In Assault on Blacks,A 17-year-old youth was arrested yesterday in connection with what the authorities say was a racially biased incident in the Bensonhurst section of Brooklyn on Christmas Day in which two black men were beaten by a group of whites.,1988-01-01T05:00:00+0000
us,New Year In New Delhi,"Why India? Why does this distant, stiflingly crowded, quarrelsome country, still ridden with wrenching poverty for hundreds of millions and still unable to free itself of murder and hatred among castes and religions, mean so much to the United States - or why should it?",1988-01-01T05:00:00+0000
us,Canada Bans Most Seal Kills After Big Protests in Europe,Canada has banned all offshore commercial hunting of white-coated baby harp seals and blueback hooded seals after European threats of trade reprisals and reduced demand for seal pelts.,1988-01-01T05:00:00+0000
us,Four Guilty in Plot to Free Puerto Rican Terrorist,"Four members of the Puerto Rican independence group FALN, including its leader, were convicted of conspiracy today in a failed attempt in 1986 to free the leader from prison.",1988-01-01T05:00:00+0000
us,Taiwan Trade Surplus,"Taiwan will record a 1987 trade surplus of at least $18.7 billion (American), the Board of Foreign Trade said today. The board's director, Vincent Siew, said that Taiwan's exports were expected to total $53.5 billion and imports $34.8 billion in 1987 compared with exports of $39.8 billion and imports of $24.2 billion in 1986.",1988-01-01T05:00:00+0000
us,INTEGRATED GENERICS reports earnings for Qtr to Sept 30,"b-Net income The company said the magnitude of the loss reflects the writeoff of $1,850,000 prepaid drug licensing fees acquired in November 1986; a $988,000 decrease in the carrying value of the company's investment in International Surgical and Pharmaceutical Corp. to its estimated realizable value; a $750,000 increase in the reserve against Medicare receivables; a $350,000 writeoff of goodwill and formulations acquired in connection with the purchase of the assets of Generic Blends & Chemical Corp. in May 1986; costs associated with the withdrawal of the proposed initial public offering of A.N.D.A. Development Corp. as well as the traditionally slow summer season for Generic OTC Pharmaceuticals.",1988-01-01T05:00:00+0000
us,"BUSINESS PEOPLE;
Chairman of Dyncorp Heads Buyout Group","LEAD: Jorge E. Carnicero, who co-founded the Dynalectron Corporation in 1946 and remains its chairman, is now leading an investment group seeking to purchase the company, which was recently renamed Dyncorp. The group has offered a package of cash and securities worth about $246 million, or $23.25 a share.",1988-01-01T05:00:00+0000
us,Retired Ad Executive Died of Strangulation,"A 77-year-old retired advertising executive who was found slain in his Park Avenue apartment Tuesday died of strangulation and ''blunt-force trauma'' to his head, face, chest and abdomen, according to autopsy results released yesterday.",1988-01-01T05:00:00+0000
us,DOLLAR SETS LOWS IN SPITE OF BUYING BY CENTRAL BANKS,"The dollar ended a bleak year on a bleak note yesterday, falling to new lows against the Japanese yen and the West German mark. Trading was very light.",1988-01-01T05:00:00+0000
us,A Pair of Comedies,"Two comedy shows - featuring individual comics and the First Amendment Comedy and Improvisation Company - will be offered this weekend at 2 Bond Street, between Broadway and Lafayette Street. Tonight at 10:30, there will be appearances by four comedians - Bill Torres, Mike King, Judy Gold and Liz Wolynski. Tomorrow night, also at 10:30, it will be the First Amendment troupe. Admission each night is $10. Information: 473-1472.",1988-01-01T05:00:00+0000
us,Two in Track Honored,The New York Track Writers Association yesterday voted Ben Johnson of Canada and Heike Drechsler of East Germany as the outstanding athletes of the 1987 indoor season.,1988-01-01T05:00:00+0000
us,"Harold Rousselot, 80, Ex-Investment Banker","Harold A. Rousselot, a retired investment banker and commodity trader, died of cancer Saturday at his home in Manhattan. He was 80 years old.",1988-01-01T05:00:00+0000
us,Seagram Bid Is Set Back,"An offer by Seagram & Company of Canada to acquire a 40.1 percent stake in the French cognac producer Martell & Compagnie from the Martell family failed to follow normal procedures for takeover bids, the Paris Stock Exchange regulatory body said today.",1988-01-01T05:00:00+0000
us,Rangers' Burst Fells Nordiques,"It is a night generally remembered for the significant seconds leading up to midnight. For the Rangers, no matter how extravagant their individual New Year's Eve celebrations, it was going to be hard to top the memorable couple of minutes they enjoyed last night slightly after 9 P.M.",1988-01-01T05:00:00+0000
us,Haig Leaves Hospital,"Former Secretary of State Alexander M. Haig Jr. was released from a hospital early today after an overnight stay for treatment of an allergic reaction to drugs he had taken for a tooth problem. ''They gave him a clean bill of health,'' said a spokesman for Fairfax Hospital, Lon Walls. Mr. Haig, a candidate for the Republican Presidential nomination, had been treated Wednesday at Walter Reed Army Medical Center for an abscessed tooth. He had been given penicillin and Tylenol.",1988-01-01T05:00:00+0000
us,"Dow Off 11.27 to End Year at 1,938.83","The stock market ended a frustrating but record-filled year with the Dow Jones industrial average giving up 11.27 points yesterday to close at 1,938.83. That left the Dow down 60.84 points for the week and only 42.88 points, or 2.26 percent, above its 1986 close of 1,895.95.",1988-01-01T05:00:00+0000
us,The End Is Near,"It seems only yesterday that America celebrated its Bicentennial. Yet it was 12 whole years ago, and by the same measure the 21st century is tomorrow - just 12 years hence. Foresighted earthlings will start now to get ready.",1988-01-01T05:00:00+0000
us,The Dance: Nikolais's 'Imago',"''IMAGO'' was hailed, on its premiere in 1963, as the last word in the kind of multimedia theater-dance practiced by Alwin Nikolais. The dance started life as a full-evening work that explored ways movement, light and sound affect each other. Subtitled ''The City Curious,'' the piece also seemed to allude to the busy and mysterious pace of urban life. Now reduced to five dances, performed as before to a sound score by Mr. Nikolais and James Seawright, ''Imago'' continued to offer a clear and concise - if relatively unsophisticated -statement of the Nikolais esthetic in a revival on Wednesday by the Nikolais Dance Theater at the Joyce Theater, 175 Eighth Avenue, at 19th Street.",1988-01-01T05:00:00+0000
us,Blasius in Fight For Atlas Control,"Blasius Industries said that it intends to wage a proxy fight for control of the Atlas Corporation. In a filing with the Securities and Exchange Commission, Blasius said it was beginning the process because Atlas, a gold exploration concern based in Princeton, N.J., ''has yet to make any substantive response'' to a restructuring proposal made by Blasius earlier this month.",1988-01-01T05:00:00+0000
